idx,generation,n,r,w,nPerRound,num_steps,mean_p,mean_q
0,17,100,50,0.05,2,100,0.42989142147825155,0.20281636590643054
0,17,100,50,0.05,3,100,0.5790651676281889,0.16583347020458794
0,17,100,50,0.05,4,100,0.4810435106717007,0.1440630389960729
0,17,100,50,0.05,5,100,0.767358763407968,0.11245789675864484
0,17,100,50,0.05,10,100,0.5376327824247241,0.049533139116477255
0,17,100,50,0.1,2,100,0.5869041090620104,0.20323436200005382
0,17,100,50,0.1,3,100,0.5787410708867774,0.28787924330933895
0,17,100,50,0.1,4,100,0.7430017321921799,0.1605963859153485
0,17,100,50,0.1,5,100,0.538128809348967,0.09849589489873618
0,17,100,50,0.1,10,100,0.5569866909848067,0.05321421893542488
0,17,100,50,0.15,2,100,0.6905045316438044,0.523050612100683
0,17,100,50,0.15,3,100,0.7235208671172186,0.3016074059710982
0,17,100,50,0.15,4,100,0.45212460704363844,0.14627583212731016
0,17,100,50,0.15,5,100,0.6824769512263673,0.12006016742324324
0,17,100,50,0.15,10,100,0.7950921105916576,0.07126624359431835
0,17,100,50,0.2,2,100,0.7403557611910001,0.38500073297493975
0,17,100,50,0.2,3,100,0.8480014189430898,0.3552277158746863
0,17,100,50,0.2,4,100,0.413612142418301,0.1458871512998698
0,17,100,50,0.2,5,100,0.5934694994719307,0.1562990160390882
0,17,100,50,0.2,10,100,0.7052814598057862,0.03971692215891072
0,17,100,50,0.25,2,100,0.7036854583316376,0.3454588964778899
0,17,100,50,0.25,3,100,0.8366654466770352,0.36635788181901885
0,17,100,50,0.25,4,100,0.5056535012190543,0.13565619499206164
0,17,100,50,0.25,5,100,0.49603422088271415,0.09985059364592878
0,17,100,50,0.25,10,100,0.601965782999047,0.051780588562192024
0,17,100,50,0.3,2,100,0.8067192668911339,0.5047776253109505
0,17,100,50,0.3,3,100,0.8287427823115574,0.2856759663082134
0,17,100,50,0.3,4,100,0.6436451731629497,0.15191357884926573
0,17,100,50,0.3,5,100,0.6705572867674937,0.09153138131475343
0,17,100,50,0.3,10,100,0.5331642580607793,0.13046957632040743
0,17,100,50,0.35,2,100,0.8112634367135949,0.5121506270615958
0,17,100,50,0.35,3,100,0.7188262945851167,0.40779945721806327
0,17,100,50,0.35,4,100,0.6427284531217274,0.14224112474519623
0,17,100,50,0.35,5,100,0.5890202655929402,0.1321764562446329
0,17,100,50,0.35,10,100,0.4275883990488913,0.3765671002264666
0,17,100,50,0.4,2,100,0.7117819897389538,0.4863549332361721
0,17,100,50,0.4,3,100,0.5356320479727217,0.3173252374890972
0,17,100,50,0.4,4,100,0.4729276136549793,0.18531425367704008
0,17,100,50,0.4,5,100,0.5426344304260204,0.14078631207662895
0,17,100,50,0.4,10,100,0.6164336229890865,0.5628670450905077
0,17,100,50,0.45,2,100,0.7919965485873196,0.5207510791220398
0,17,100,50,0.45,3,100,0.6212648459094136,0.3682610434132317
0,17,100,50,0.45,4,100,0.7967248377639039,0.12565708542398416
0,17,100,50,0.45,5,100,0.603492517152191,0.09124590691739641
0,17,100,50,0.45,10,100,0.5144513724043119,0.06848727110449966
0,17,100,50,0.5,2,100,0.708688627785425,0.5236967316543268
0,17,100,50,0.5,3,100,0.6268263057025951,0.3701280824407438
0,17,100,50,0.5,4,100,0.6192464075317133,0.1586335776129406
0,17,100,50,0.5,5,100,0.6769830577559,0.14966728110016966
0,17,100,50,0.5,10,100,0.5383930629641361,0.07620332632904893
0,18,100,50,0,2,100,0.39519780912921043,0.20780024634697372
0,18,100,50,0,3,100,0.5333648919244868,0.13434933009696481
0,18,100,50,0,4,100,0.6352845659571204,0.12537656591236837
0,18,100,50,0,5,100,0.6709408756227976,0.08801963108687855
0,18,100,50,0,10,100,0.8692379752377402,0.07970486674962275
0,18,100,50,0.05,2,100,0.3974599094992783,0.18636863518973462
0,18,100,50,0.05,3,100,0.5824593857101886,0.17612634554223264
0,18,100,50,0.05,4,100,0.4727579770267984,0.14147578245606757
0,18,100,50,0.05,5,100,0.7415358984232354,0.12079508563732161
0,18,100,50,0.05,10,100,0.5222486813630389,0.030041770708717466
0,18,100,50,0.1,2,100,0.5878701278106919,0.20526156580231056
0,18,100,50,0.1,3,100,0.5849957308560312,0.2780322760617267
0,18,100,50,0.1,4,100,0.7572461919353944,0.15037755006978604
0,18,100,50,0.1,5,100,0.5410827773011053,0.09968772869584719
0,18,100,50,0.1,10,100,0.5470011432485136,0.05192459105738369
0,18,100,50,0.15,2,100,0.7055936026704175,0.5318329665186095
0,18,100,50,0.15,3,100,0.7224511690186636,0.3091792277086391
0,18,100,50,0.15,4,100,0.49475908707667116,0.14819491284790198
0,18,100,50,0.15,5,100,0.6857988291332154,0.12182106808634359
0,18,100,50,0.15,10,100,0.7986680772368103,0.07059124893520313
0,18,100,50,0.2,2,100,0.7328989064018546,0.38446642144931
0,18,100,50,0.2,3,100,0.8794133847899723,0.3672616254579508
0,18,100,50,0.2,4,100,0.44712219946802323,0.1590262206839914
0,18,100,50,0.2,5,100,0.5782926419322681,0.1502866123640719
0,18,100,50,0.2,10,100,0.700526232099276,0.039830366705613025
0,18,100,50,0.25,2,100,0.7115738626255103,0.3528185723888789
0,18,100,50,0.25,3,100,0.8230987404666168,0.37031741321998696
0,18,100,50,0.25,4,100,0.45479087040126925,0.13892015933561397
0,18,100,50,0.25,5,100,0.48214516055764306,0.09853671197994424
0,18,100,50,0.25,10,100,0.5909047762442224,0.051262605058994895
0,18,100,50,0.3,2,100,0.8011207804262382,0.5481004223597332
0,18,100,50,0.3,3,100,0.8404967896810498,0.2896246774256235
0,18,100,50,0.3,4,100,0.62893462704791,0.15492574213822613
0,18,100,50,0.3,5,100,0.6914008972614971,0.10121499094071863
0,18,100,50,0.3,10,100,0.5836420491741979,0.10687558955109966
0,18,100,50,0.35,2,100,0.8172233860875331,0.5242775125266529
0,18,100,50,0.35,3,100,0.7793452920368893,0.41836934930462777
0,18,100,50,0.35,4,100,0.654712230170152,0.13522812025157085
0,18,100,50,0.35,5,100,0.5859346435130457,0.11341852934868517
0,18,100,50,0.35,10,100,0.43372012277468064,0.37385041576596195
0,18,100,50,0.4,2,100,0.7110233944248745,0.5039315165470705
0,18,100,50,0.4,3,100,0.5558234388406169,0.31309110507837173
0,18,100,50,0.4,4,100,0.46396289690143727,0.18522192905282167
0,18,100,50,0.4,5,100,0.542875552016467,0.14070481888871836
0,18,100,50,0.4,10,100,0.6307757134020571,0.29628283652226856
0,18,100,50,0.45,2,100,0.794197445253144,0.5103738413451047
0,18,100,50,0.45,3,100,0.5855048705710549,0.37007430243141237
0,18,100,50,0.45,4,100,0.7845631803929622,0.12416967725325793
0,18,100,50,0.45,5,100,0.6224568610528547,0.0932504258824015
0,18,100,50,0.45,10,100,0.5318159699436819,0.07427525782154919
0,18,100,50,0.5,2,100,0.7050780559465073,0.520540530232234
0,18,100,50,0.5,3,100,0.6334492274139679,0.37353665505172956
0,18,100,50,0.5,4,100,0.6414015464696611,0.1519951590133761
0,18,100,50,0.5,5,100,0.6896256733063629,0.15214665582663325
0,18,100,50,0.5,10,100,0.5732781920052633,0.0764788764234008
0,19,100,50,0,2,100,0.38522768990648154,0.20664509995044864
0,19,100,50,0,3,100,0.5132775103485162,0.13833279516557698
0,19,100,50,0,4,100,0.6464967851056064,0.13039909477362843
0,19,100,50,0,5,100,0.6508245872886564,0.09033385146444499
0,19,100,50,0,10,100,0.8754773698012065,0.07929529796700018
0,19,100,50,0.05,2,100,0.4079306523862393,0.18951276658624708
0,19,100,50,0.05,3,100,0.5875061563428043,0.1661167394608048
0,19,100,50,0.05,4,100,0.5066607484733329,0.11985926712533679
0,19,100,50,0.05,5,100,0.7421301477898742,0.12650462693662426
0,19,100,50,0.05,10,100,0.5206850526402477,0.029402478354873654
0,19,100,50,0.1,2,100,0.5829285100159532,0.2102812398026018
0,19,100,50,0.1,3,100,0.5829002741804932,0.2814107997190238
0,19,100,50,0.1,4,100,0.7619372356904358,0.14022190182651836
0,19,100,50,0.1,5,100,0.543842892838818,0.09914300377437359
0,19,100,50,0.1,10,100,0.5501977350256381,0.0530494177560475
0,19,100,50,0.15,2,100,0.6991249924031245,0.5265817784831143
0,19,100,50,0.15,3,100,0.7283333698338713,0.31621522934996615
0,19,100,50,0.15,4,100,0.48129081031016924,0.13943087269511825
0,19,100,50,0.15,5,100,0.642532904339044,0.11307093492655955
0,19,100,50,0.15,10,100,0.7894579043761567,0.07170201173490376
0,19,100,50,0.2,2,100,0.7650164791018779,0.3806720444917435
0,19,100,50,0.2,3,100,0.8816485971211918,0.37281447072964496
0,19,100,50,0.2,4,100,0.4772527183139205,0.1642643759715974
0,19,100,50,0.2,5,100,0.6005066660359916,0.154398595225269
0,19,100,50,0.2,10,100,0.6488262348000531,0.044220135879082294
0,19,100,50,0.25,2,100,0.7078674527834974,0.3597263510278728
0,19,100,50,0.25,3,100,0.854084752522515,0.3718428105296583
0,19,100,50,0.25,4,100,0.4662305437412754,0.1352825157864056
0,19,100,50,0.25,5,100,0.4813843814617585,0.09786272953879406
0,19,100,50,0.25,10,100,0.5998208922595571,0.050031633077248124
0,19,100,50,0.3,2,100,0.846483024531061,0.5603732766650636
0,19,100,50,0.3,3,100,0.8326087607269725,0.2919932957705068
0,19,100,50,0.3,4,100,0.6271601189709464,0.15809244028062783
0,19,100,50,0.3,5,100,0.710595817577255,0.10523282820866892
0,19,100,50,0.3,10,100,0.6043984300651877,0.05818995812568791
0,19,100,50,0.35,2,100,0.8207916204030313,0.5252206740365035
0,19,100,50,0.35,3,100,0.7717317772144192,0.4189217164661235
0,19,100,50,0.35,4,100,0.6529394168628128,0.1322015462698633
0,19,100,50,0.35,5,100,0.5880862224261265,0.110582502004062
0,19,100,50,0.35,10,100,0.3960431117610704,0.3646016580311792
0,19,100,50,0.4,2,100,0.7079234985583328,0.4921423191138726
0,19,100,50,0.4,3,100,0.540446211700473,0.3149553810771785
0,19,100,50,0.4,4,100,0.4816352761825096,0.18585832152345824
0,19,100,50,0.4,5,100,0.5276062440835892,0.1364621753442319
0,19,100,50,0.4,10,100,0.6551526091108048,0.26272483699560434
0,19,100,50,0.45,2,100,0.7988129613545878,0.5105570338720491
0,19,100,50,0.45,3,100,0.5760091835648938,0.37702526739578174
0,19,100,50,0.45,4,100,0.7930661174514754,0.12469962110649542
0,19,100,50,0.45,5,100,0.621966132326651,0.08840349687940828
0,19,100,50,0.45,10,100,0.5435003770139606,0.07293432180500022
0,19,100,50,0.5,2,100,0.7005128518554278,0.5325615601787863
0,19,100,50,0.5,3,100,0.6123698163864034,0.37582252657592863
0,19,100,50,0.5,4,100,0.6615607117355016,0.14700155832619236
0,19,100,50,0.5,5,100,0.6830126237186641,0.15628244929428378
0,19,100,50,0.5,10,100,0.5723159247997603,0.07667112561815385
0,20,100,50,0,2,100,0.36870151305287324,0.20728434933357281
0,20,100,50,0,3,100,0.5015704004388963,0.13628881614959223
0,20,100,50,0,4,100,0.6366594459505971,0.13946700555237063
0,20,100,50,0,5,100,0.6514726414770873,0.09127291535365814
0,20,100,50,0,10,100,0.8877018577488114,0.07735640582591743
0,20,100,50,0.05,2,100,0.406879510148253,0.19978093187515522
0,20,100,50,0.05,3,100,0.5782172924929883,0.1688035562210895
0,20,100,50,0.05,4,100,0.4999352876857761,0.11766276030417218
0,20,100,50,0.05,5,100,0.7458424525702334,0.12083727433277672
0,20,100,50,0.05,10,100,0.5371551746048118,0.02607576491976647
0,20,100,50,0.1,2,100,0.5819261416701252,0.21766115892635682
0,20,100,50,0.1,3,100,0.5949558866068222,0.2786440451273488
0,20,100,50,0.1,4,100,0.7500073106223435,0.14896344048842894
0,20,100,50,0.1,5,100,0.5401811450936972,0.09834557692554513
0,20,100,50,0.1,10,100,0.548863214134608,0.05400282455706287
0,20,100,50,0.15,2,100,0.6927511813075143,0.5282013211590545
0,20,100,50,0.15,3,100,0.7181658636864799,0.3123130096264939
0,20,100,50,0.15,4,100,0.42808513367855844,0.131065977388695
0,20,100,50,0.15,5,100,0.5935593930354417,0.10932536728687024
0,20,100,50,0.15,10,100,0.8087516009440493,0.07341253956030919
0,20,100,50,0.2,2,100,0.7387666421753533,0.37895176837326217
0,20,100,50,0.2,3,100,0.8814369351081326,0.37549747801401084
0,20,100,50,0.2,4,100,0.4739231674532279,0.16152558873427827
0,20,100,50,0.2,5,100,0.5996891450389471,0.15531949693887126
0,20,100,50,0.2,10,100,0.6982651411785801,0.041411968690849406
0,20,100,50,0.25,2,100,0.7060496114560395,0.35544928613844506
0,20,100,50,0.25,3,100,0.8516864463067353,0.37170701419075924
0,20,100,50,0.25,4,100,0.4969001417840681,0.13372308802759722
0,20,100,50,0.25,5,100,0.48786593363513114,0.09192732226244228
0,20,100,50,0.25,10,100,0.6101580719369212,0.050921693348514256
0,20,100,50,0.3,2,100,0.8383799518769368,0.5656348316672459
0,20,100,50,0.3,3,100,0.8461497720756674,0.30253402916776984
0,20,100,50,0.3,4,100,0.6200173477111915,0.155523431500452
0,20,100,50,0.3,5,100,0.7113538346983325,0.11018231800756094
0,20,100,50,0.3,10,100,0.6263167957761262,0.06298993388505114
0,20,100,50,0.35,2,100,0.8140135058628531,0.5178097877131738
0,20,100,50,0.35,3,100,0.7890495161830592,0.4234080566473103
0,20,100,50,0.35,4,100,0.6738082683065272,0.12434582220413985
0,20,100,50,0.35,5,100,0.5970037278379249,0.1181961636929514
0,20,100,50,0.35,10,100,0.36211175704924026,0.32894257404675337
0,20,100,50,0.4,2,100,0.7017376763886611,0.4864967252382963
0,20,100,50,0.4,3,100,0.5232317661805743,0.3154547984818154
0,20,100,50,0.4,4,100,0.4889616401798762,0.19007519422765512
0,20,100,50,0.4,5,100,0.5132985625616849,0.13479064774461325
0,20,100,50,0.4,10,100,0.6304393625349514,0.2554181417458988
0,20,100,50,0.45,2,100,0.7841478525079011,0.5220746603170356
0,20,100,50,0.45,3,100,0.5848896436339076,0.3838753891502953
0,20,100,50,0.45,4,100,0.7785723701964712,0.12324167737890676
0,20,100,50,0.45,5,100,0.600110523653726,0.08455326889460141
0,20,100,50,0.45,10,100,0.4936614356102998,0.07249130891017436
0,20,100,50,0.5,2,100,0.6968698909955231,0.5371741232218215
0,20,100,50,0.5,3,100,0.6075379230768978,0.3838056636889361
0,20,100,50,0.5,4,100,0.6640109972203666,0.14362438235068187
0,20,100,50,0.5,5,100,0.6711053667653374,0.1564744598657633
0,20,100,50,0.5,10,100,0.5808238691286423,0.0762350024753337
0,21,100,50,0,2,100,0.3622140219478602,0.2158976669090567
0,21,100,50,0,3,100,0.4917971412638071,0.13757471099569188
0,21,100,50,0,4,100,0.6593989140999517,0.13265244860895528
0,21,100,50,0,5,100,0.6439694419044053,0.0938215767346391
0,21,100,50,0,10,100,0.8837970726314434,0.07605222525621741
0,21,100,50,0.05,2,100,0.3822829581773719,0.18691206369037489
0,21,100,50,0.05,3,100,0.5818841602187121,0.16875079843166987
0,21,100,50,0.05,4,100,0.5192642353234591,0.11590701142769934
0,21,100,50,0.05,5,100,0.725770416402413,0.12448964752621736
0,21,100,50,0.05,10,100,0.5511601569152834,0.024227369701045044
0,21,100,50,0.1,2,100,0.5607834169754635,0.2217107828995255
0,21,100,50,0.1,3,100,0.5981811795364291,0.284421801847855
0,21,100,50,0.1,4,100,0.7581491425186094,0.13994699248779288
0,21,100,50,0.1,5,100,0.557732472222406,0.09870075895469942
0,21,100,50,0.1,10,100,0.5654307781023831,0.05513963764100556
0,21,100,50,0.15,2,100,0.6942051143297445,0.5330142372816442
0,21,100,50,0.15,3,100,0.7189853243564234,0.3162778790995766
0,21,100,50,0.15,4,100,0.4204223295046085,0.12578199695246461
0,21,100,50,0.15,5,100,0.5952850179586838,0.1162580889473563
0,21,100,50,0.15,10,100,0.776806174329613,0.0724850309308666
0,21,100,50,0.2,2,100,0.7475331405195815,0.3844222245652859
0,21,100,50,0.2,3,100,0.8870345171243398,0.374723368740606
0,21,100,50,0.2,4,100,0.4855377812372446,0.1605143478352437
0,21,100,50,0.2,5,100,0.6106444447859873,0.1295656466213834
0,21,100,50,0.2,10,100,0.6632959889847977,0.04152530247718635
0,21,100,50,0.25,2,100,0.7024046767205392,0.360384191418857
0,21,100,50,0.25,3,100,0.850749387419573,0.370658509704134
0,21,100,50,0.25,4,100,0.4760716380961864,0.13979392330233986
0,21,100,50,0.25,5,100,0.48153212181132576,0.08693139725075895
0,21,100,50,0.25,10,100,0.6096366589555857,0.05231841241591674
0,21,100,50,0.3,2,100,0.8489594614816666,0.554776165136097
0,21,100,50,0.3,3,100,0.8676434332059401,0.31735335313333524
0,21,100,50,0.3,4,100,0.6005020691001703,0.15298883058013157
0,21,100,50,0.3,5,100,0.6739398883859323,0.10602440941609073
0,21,100,50,0.3,10,100,0.6131963823628854,0.056062576034616306
0,21,100,50,0.35,2,100,0.8380845589803215,0.5363816473154787
0,21,100,50,0.35,3,100,0.8157357306596293,0.4296108053325999
0,21,100,50,0.35,4,100,0.6683477030257164,0.12549082576421727
0,21,100,50,0.35,5,100,0.5322514865179645,0.1259432852042825
0,21,100,50,0.35,10,100,0.3653359466329949,0.33532630294289484
0,21,100,50,0.4,2,100,0.7031470540396583,0.5141487453732339
0,21,100,50,0.4,3,100,0.5086939281026813,0.3180481604619749
0,21,100,50,0.4,4,100,0.49717566700198373,0.18695456121589846
0,21,100,50,0.4,5,100,0.5279652861499377,0.1337905698982527
0,21,100,50,0.4,10,100,0.6240879741173715,0.1990902302066656
0,21,100,50,0.45,2,100,0.763101970946208,0.5474657657926008
0,21,100,50,0.45,3,100,0.5926696195016243,0.3826075835940128
0,21,100,50,0.45,4,100,0.7844949185180315,0.1276812656879372
0,21,100,50,0.45,5,100,0.5750795953047619,0.08229669850636316
0,21,100,50,0.45,10,100,0.4893113370081068,0.07316531951369719
0,21,100,50,0.5,2,100,0.7075368492159206,0.5376116021134218
0,21,100,50,0.5,3,100,0.605423062631056,0.38097430423382816
0,21,100,50,0.5,4,100,0.6443450104959716,0.13897037492009098
0,21,100,50,0.5,5,100,0.6773500101608737,0.156261042265952
0,21,100,50,0.5,10,100,0.563965614413877,0.07710881399574195
0,22,100,50,0,2,100,0.36205108227715854,0.2179021822365442
0,22,100,50,0,3,100,0.48233521981672567,0.13764396357711933
0,22,100,50,0,4,100,0.6688450972975656,0.1345504435292534
0,22,100,50,0,5,100,0.6485924755368996,0.09482950593979206
0,22,100,50,0,10,100,0.8894627561070257,0.07425539149031592
0,22,100,50,0.05,2,100,0.34647438225713856,0.17191164347464333
0,22,100,50,0.05,3,100,0.5750739466096434,0.17505389278284259
0,22,100,50,0.05,4,100,0.510511082362365,0.12097615514451125
0,22,100,50,0.05,5,100,0.7113191033557643,0.12432304211643841
0,22,100,50,0.05,10,100,0.5582976654732285,0.021863631792398787
0,22,100,50,0.1,2,100,0.5437229693026745,0.23172022264825506
0,22,100,50,0.1,3,100,0.6010282112728641,0.27565620198594015
0,22,100,50,0.1,4,100,0.7704767909489019,0.13359260640732107
0,22,100,50,0.1,5,100,0.5579461414936098,0.0988301762223775
0,22,100,50,0.1,10,100,0.5619691963689342,0.05407633023788841
0,22,100,50,0.15,2,100,0.691802231993862,0.5572301032515792
0,22,100,50,0.15,3,100,0.7082521146472525,0.3252558515984741
0,22,100,50,0.15,4,100,0.4234798321427927,0.12516677695328396
0,22,100,50,0.15,5,100,0.6137633789852387,0.11294309495195556
0,22,100,50,0.15,10,100,0.7872872465686285,0.07234553323377313
0,22,100,50,0.2,2,100,0.7286831825019549,0.38542983401244935
0,22,100,50,0.2,3,100,0.8811197847802711,0.3773008209632753
0,22,100,50,0.2,4,100,0.47837504800004704,0.15702224892694142
0,22,100,50,0.2,5,100,0.6107841774862265,0.11510890494145688
0,22,100,50,0.2,10,100,0.6410008142106614,0.04265382000181688
0,22,100,50,0.25,2,100,0.6872217715806112,0.3720205605482782
0,22,100,50,0.25,3,100,0.8569341484819618,0.3731522105902079
0,22,100,50,0.25,4,100,0.46728838134824463,0.13858091352861046
0,22,100,50,0.25,5,100,0.49489903293951437,0.0865015854004173
0,22,100,50,0.25,10,100,0.6103525770169679,0.050697321724035606
0,22,100,50,0.3,2,100,0.8508140523355955,0.5645498002592414
0,22,100,50,0.3,3,100,0.8772620538948688,0.3147344607222399
0,22,100,50,0.3,4,100,0.6082138707558311,0.15175798391850923
0,22,100,50,0.3,5,100,0.6250096634462746,0.10111335709692844
0,22,100,50,0.3,10,100,0.5624255429310753,0.048388019274185325
0,22,100,50,0.35,2,100,0.8464510402409633,0.5400221803822007
0,22,100,50,0.35,3,100,0.8224131779298637,0.4318239641648647
0,22,100,50,0.35,4,100,0.6483267996040445,0.126993964398769
0,22,100,50,0.35,5,100,0.5387199555468922,0.1166912339644137
0,22,100,50,0.35,10,100,0.41066792087512494,0.3590327929509667
0,22,100,50,0.4,2,100,0.7041709501748015,0.5319315193138325
0,22,100,50,0.4,3,100,0.498041552303305,0.32029065586752553
0,22,100,50,0.4,4,100,0.5096654180485811,0.1806943461985784
0,22,100,50,0.4,5,100,0.5344772828889918,0.1294387069599426
0,22,100,50,0.4,10,100,0.6242811797678625,0.18580469009373918
0,22,100,50,0.45,2,100,0.7706291953199128,0.532129399542779
0,22,100,50,0.45,3,100,0.5923992993327284,0.3818076922914117
0,22,100,50,0.45,4,100,0.7769326040962171,0.12867011621074323
0,22,100,50,0.45,5,100,0.5811509156106676,0.0806346917732071
0,22,100,50,0.45,10,100,0.4739261256233512,0.07500932416908705
0,22,100,50,0.5,2,100,0.70956619658075,0.537202814083162
0,22,100,50,0.5,3,100,0.6078480144497289,0.3862913138302704
0,22,100,50,0.5,4,100,0.642773503841049,0.14101650702344803
0,22,100,50,0.5,5,100,0.6558224841510314,0.15175471257629713
0,22,100,50,0.5,10,100,0.5843602343158061,0.07490428451207476
0,23,100,50,0,2,100,0.3580903250458989,0.22203259694931352
0,23,100,50,0,3,100,0.47434696093477363,0.13816470919654472
0,23,100,50,0,4,100,0.6569069731592121,0.13491938416971874
0,23,100,50,0,5,100,0.6481654124330976,0.09425190622878793
0,23,100,50,0,10,100,0.8812773053838318,0.07703982698776972
0,23,100,50,0.05,2,100,0.32871140148420763,0.16647686607992704
0,23,100,50,0.05,3,100,0.5775900830648556,0.17929668501008064
0,23,100,50,0.05,4,100,0.49295846241242003,0.12561346539432855
0,23,100,50,0.05,5,100,0.718370143443278,0.12578127583938528
0,23,100,50,0.05,10,100,0.5597052841083794,0.020634007904093418
0,23,100,50,0.1,2,100,0.5497691841525433,0.2474487183134534
0,23,100,50,0.1,3,100,0.5973516432290567,0.27355344842381646
0,23,100,50,0.1,4,100,0.7702622449645797,0.14383192938715647
0,23,100,50,0.1,5,100,0.5718051642346015,0.10065997781773758
0,23,100,50,0.1,10,100,0.5708157500221339,0.054231986251144566
0,23,100,50,0.15,2,100,0.690753852949859,0.5580998017862187
0,23,100,50,0.15,3,100,0.6934770586531716,0.3351781323199545
0,23,100,50,0.15,4,100,0.4574600682139989,0.12595699647013528
0,23,100,50,0.15,5,100,0.5803362399726495,0.11546834261598221
0,23,100,50,0.15,10,100,0.7987564026293559,0.07170870185966677
0,23,100,50,0.2,2,100,0.7293378148706051,0.380292900144477
0,23,100,50,0.2,3,100,0.887683524008595,0.37961877448659753
0,23,100,50,0.2,4,100,0.4930622888807126,0.16004635057886157
0,23,100,50,0.2,5,100,0.5942337446738771,0.11643048164588948
0,23,100,50,0.2,10,100,0.6659752430507482,0.041301447712524336
0,23,100,50,0.25,2,100,0.6838784595984206,0.37884946887334037
0,23,100,50,0.25,3,100,0.8699815180671081,0.3718627739007222
0,23,100,50,0.25,4,100,0.484281668641189,0.13242580042040544
0,23,100,50,0.25,5,100,0.4806462898846402,0.08501781000754827
0,23,100,50,0.25,10,100,0.6102978472219983,0.05112458836082922
0,23,100,50,0.3,2,100,0.8835942325305388,0.54976017546121
0,23,100,50,0.3,3,100,0.8858246179112906,0.31763607059299165
0,23,100,50,0.3,4,100,0.6078513449426165,0.1537135181218797
0,23,100,50,0.3,5,100,0.6187015719354819,0.10078157122634751
0,23,100,50,0.3,10,100,0.5662419794227064,0.0386142212908696
0,23,100,50,0.35,2,100,0.8615631654624143,0.5536133029787392
0,23,100,50,0.35,3,100,0.8261382595228188,0.4405315055890134
0,23,100,50,0.35,4,100,0.6429687023660052,0.126177543424318
0,23,100,50,0.35,5,100,0.5334448707992802,0.10965461631907908
0,23,100,50,0.35,10,100,0.39479935287002044,0.3350895160524326
0,23,100,50,0.4,2,100,0.6990532545011915,0.5512635759996481
0,23,100,50,0.4,3,100,0.5135580457432368,0.31937916365114744
0,23,100,50,0.4,4,100,0.4944340464083588,0.18122076725968153
0,23,100,50,0.4,5,100,0.4974369578479761,0.13163909474547825
0,23,100,50,0.4,10,100,0.6404791232864391,0.19907806823833382
0,23,100,50,0.45,2,100,0.7696797190244851,0.527604982857126
0,23,100,50,0.45,3,100,0.6185097141175779,0.3795231203088671
0,23,100,50,0.45,4,100,0.7580796029846694,0.13342126710836202
0,23,100,50,0.45,5,100,0.5567575973881788,0.0848192039526185
0,23,100,50,0.45,10,100,0.5154212158223201,0.07586925851429081
0,23,100,50,0.5,2,100,0.7139142104635523,0.5301739866091641
0,23,100,50,0.5,3,100,0.6011273199612559,0.3871890299285854
0,23,100,50,0.5,4,100,0.6628971795800334,0.1370990509801417
0,23,100,50,0.5,5,100,0.6735905259474058,0.1560089398318708
0,23,100,50,0.5,10,100,0.5217662513690466,0.07250471492744313
0,24,100,50,0,2,100,0.34843814930061406,0.2259900413567723
0,24,100,50,0,3,100,0.4591556323471876,0.13897950392755398
0,24,100,50,0,4,100,0.6722174963403839,0.13408490954699653
0,24,100,50,0,5,100,0.6500635034343496,0.0955982066926206
0,24,100,50,0,10,100,0.8632748338789271,0.07936568073927124
0,24,100,50,0.05,2,100,0.3249580432377791,0.16628755566200978
0,24,100,50,0.05,3,100,0.5846724628063276,0.1798183972318582
0,24,100,50,0.05,4,100,0.5274349543031973,0.1239647719332453
0,24,100,50,0.05,5,100,0.7138652764859502,0.12432473237700846
0,24,100,50,0.05,10,100,0.5567204310236585,0.020551749494066653
0,24,100,50,0.1,2,100,0.5242180774049534,0.22969813487847673
0,24,100,50,0.1,3,100,0.5908306236398141,0.27514145166289206
0,24,100,50,0.1,4,100,0.7538589707340643,0.14605674431112453
0,24,100,50,0.1,5,100,0.5760958669047119,0.09954088271138016
0,24,100,50,0.1,10,100,0.5855119897735271,0.056128934985247236
0,24,100,50,0.15,2,100,0.6974850642325312,0.5535998522589819
0,24,100,50,0.15,3,100,0.6906926900319287,0.33612857404502283
0,24,100,50,0.15,4,100,0.43931477785472844,0.12262024804593677
0,24,100,50,0.15,5,100,0.590240345551375,0.1089434986387554
0,24,100,50,0.15,10,100,0.7774519195710206,0.07087131296584621
0,24,100,50,0.2,2,100,0.7199749495540876,0.3810742416278265
0,24,100,50,0.2,3,100,0.8844397441895717,0.37925505429666534
0,24,100,50,0.2,4,100,0.4941628525893098,0.15945215235021987
0,24,100,50,0.2,5,100,0.6291556006800136,0.11372008642966869
0,24,100,50,0.2,10,100,0.680990946718498,0.041922579441988767
0,24,100,50,0.25,2,100,0.6942293178363821,0.36473325511184584
0,24,100,50,0.25,3,100,0.8685321743726617,0.3730257211770609
0,24,100,50,0.25,4,100,0.4853621448158614,0.1320902890668812
0,24,100,50,0.25,5,100,0.47699376510742786,0.08395274890945367
0,24,100,50,0.25,10,100,0.6063695815476237,0.05045157573226624
0,24,100,50,0.3,2,100,0.8723483917831194,0.5646955451883555
0,24,100,50,0.3,3,100,0.9290099430011078,0.3259212531945908
0,24,100,50,0.3,4,100,0.5830130662446682,0.15245720881062916
0,24,100,50,0.3,5,100,0.6348991824737837,0.09802102782729434
