idx,generation,n,r,w,nPerRound,num_steps,mean_p,mean_q
0,3,100,50,0.25,10,100,0.34277865794233214,0.19596979227726596
0,3,100,50,0.3,2,100,0.6584474245904459,0.5022427850516553
0,3,100,50,0.3,3,100,0.7131524776979324,0.24101126700008216
0,3,100,50,0.3,4,100,0.5890201541297244,0.2414043761152247
0,3,100,50,0.3,5,100,0.6646015612527714,0.23219361913521921
0,3,100,50,0.3,10,100,0.5801558263685758,0.2243863426602876
0,3,100,50,0.35,2,100,0.6882942592792122,0.47065667764209174
0,3,100,50,0.35,3,100,0.6237153650393104,0.33234209865016245
0,3,100,50,0.35,4,100,0.42302092077898495,0.27162159231841737
0,3,100,50,0.35,5,100,0.5614836247174702,0.1543240576840388
0,3,100,50,0.35,10,100,0.4024870092346046,0.4488125970526687
0,3,100,50,0.4,2,100,0.669571842639462,0.4257615176957744
0,3,100,50,0.4,3,100,0.47014681501842065,0.3300216831391279
0,3,100,50,0.4,4,100,0.6453313715449531,0.22698278355926416
0,3,100,50,0.4,5,100,0.5599982858662839,0.17686339013495495
0,3,100,50,0.4,10,100,0.5722821168999128,0.5410083233372096
0,3,100,50,0.45,2,100,0.7546848085519245,0.49833331104007955
0,3,100,50,0.45,3,100,0.5984924364704917,0.32113086862948265
0,3,100,50,0.45,4,100,0.6219907361506515,0.22716393402356505
0,3,100,50,0.45,5,100,0.6010883502223673,0.20398786784737333
0,3,100,50,0.45,10,100,0.49549298481383763,0.19065475243390018
0,3,100,50,0.5,2,100,0.7137578403550594,0.4721315321942412
0,3,100,50,0.5,3,100,0.5848142888196936,0.30976666022130045
0,3,100,50,0.5,4,100,0.5576610589271396,0.23883479509809633
0,3,100,50,0.5,5,100,0.6091175677011785,0.18934378682118003
0,3,100,50,0.5,10,100,0.45962319261362106,0.13584448368821758
0,4,100,50,0,2,100,0.4593344503715314,0.2602068377011005
0,4,100,50,0,3,100,0.5257801887230765,0.2252749812839516
0,4,100,50,0,4,100,0.6301881424304845,0.18495826859476117
0,4,100,50,0,5,100,0.6313119124693419,0.16938915169065297
0,4,100,50,0,10,100,0.7646830709503615,0.12507198033271505
0,4,100,50,0.05,2,100,0.5103137200124868,0.31538920823912625
0,4,100,50,0.05,3,100,0.5050866684822654,0.17330935089096752
0,4,100,50,0.05,4,100,0.5175115476447063,0.19987114563787448
0,4,100,50,0.05,5,100,0.7303301246366913,0.1812634205770226
0,4,100,50,0.05,10,100,0.5204092052215481,0.213037317152722
0,4,100,50,0.1,2,100,0.5156134491338881,0.35658180641219905
0,4,100,50,0.1,3,100,0.5898979279048753,0.27913651949689156
0,4,100,50,0.1,4,100,0.702980786026157,0.23818206349625093
0,4,100,50,0.1,5,100,0.512387641720292,0.19551453296557025
0,4,100,50,0.1,10,100,0.48471283747958865,0.15598353497355238
0,4,100,50,0.15,2,100,0.6739167922179748,0.4131530928247984
0,4,100,50,0.15,3,100,0.7031282342727403,0.26550316040575334
0,4,100,50,0.15,4,100,0.450972455799156,0.21361900278802584
0,4,100,50,0.15,5,100,0.6094736281711497,0.17531007247998334
0,4,100,50,0.15,10,100,0.5257519031940884,0.1084746398847178
0,4,100,50,0.2,2,100,0.6465703525720151,0.43168256020189966
0,4,100,50,0.2,3,100,0.723410498351589,0.3036486380195394
0,4,100,50,0.2,4,100,0.4747611582957084,0.23517696567724528
0,4,100,50,0.2,5,100,0.5520381642516969,0.1735939640522823
0,4,100,50,0.2,10,100,0.41759699112337095,0.1192301674363464
0,4,100,50,0.25,2,100,0.5974786255815137,0.24487490315332283
0,4,100,50,0.25,3,100,0.6144881328072631,0.30184029018432257
0,4,100,50,0.25,4,100,0.5024215448861039,0.2089723271264443
0,4,100,50,0.25,5,100,0.6502061049417384,0.1557882161418641
0,4,100,50,0.25,10,100,0.44265680897781645,0.15383295403645297
0,4,100,50,0.3,2,100,0.7219198212015989,0.469326398414982
0,4,100,50,0.3,3,100,0.717062938604321,0.2426606230345721
0,4,100,50,0.3,4,100,0.6262700816526143,0.22416819056950138
0,4,100,50,0.3,5,100,0.6298789196481502,0.16214277181124584
0,4,100,50,0.3,10,100,0.6005130261746794,0.18634124696633475
0,4,100,50,0.35,2,100,0.7091286690180177,0.4749117831406919
0,4,100,50,0.35,3,100,0.6627734478079657,0.3129941270832271
0,4,100,50,0.35,4,100,0.39930871316675665,0.24761449421214426
0,4,100,50,0.35,5,100,0.572163305216039,0.1597636402424212
0,4,100,50,0.35,10,100,0.43252234919415306,0.4050673343995627
0,4,100,50,0.4,2,100,0.6805581994861997,0.4482167817994152
0,4,100,50,0.4,3,100,0.4898399946930564,0.3186449825383381
0,4,100,50,0.4,4,100,0.620904199847929,0.2191978750167132
0,4,100,50,0.4,5,100,0.6022419338114344,0.167240648993442
0,4,100,50,0.4,10,100,0.5572542796783643,0.5349035620252127
0,4,100,50,0.45,2,100,0.7521840697570348,0.5094385528009577
0,4,100,50,0.45,3,100,0.5934856442637089,0.3150566932183653
0,4,100,50,0.45,4,100,0.6545772989387086,0.1847000566872374
0,4,100,50,0.45,5,100,0.5894878227127924,0.1267905414479219
0,4,100,50,0.45,10,100,0.5329661481870602,0.16744328141027093
0,4,100,50,0.5,2,100,0.7436913385223183,0.4772611269982579
0,4,100,50,0.5,3,100,0.5907892503441378,0.3317638629493793
0,4,100,50,0.5,4,100,0.534294122822687,0.20907589241672142
0,4,100,50,0.5,5,100,0.6207123840075678,0.17286641242496387
0,4,100,50,0.5,10,100,0.4058384457561847,0.098275209386879
0,5,100,50,0,2,100,0.44314412895565125,0.2455349452808871
0,5,100,50,0,3,100,0.5584300898512516,0.20408127816126825
0,5,100,50,0,4,100,0.6107028275272759,0.2012707990235693
0,5,100,50,0,5,100,0.6531960272295223,0.1473152245081172
0,5,100,50,0,10,100,0.7960420194648806,0.10124427317452794
0,5,100,50,0.05,2,100,0.5326576124458986,0.29508434808358797
0,5,100,50,0.05,3,100,0.5228054891126234,0.16567283401532554
0,5,100,50,0.05,4,100,0.5636938927407489,0.2174580784996332
0,5,100,50,0.05,5,100,0.75386464952906,0.1512700261249886
0,5,100,50,0.05,10,100,0.5297394319584179,0.12353454314190646
0,5,100,50,0.1,2,100,0.581763421799347,0.31901152702592994
0,5,100,50,0.1,3,100,0.587160095125328,0.2958904511366708
0,5,100,50,0.1,4,100,0.7428948253691717,0.22046471216996325
0,5,100,50,0.1,5,100,0.4902119592766719,0.20801559051626253
0,5,100,50,0.1,10,100,0.500615139547828,0.20917572920730979
0,5,100,50,0.15,2,100,0.6875604857512231,0.42674206765710887
0,5,100,50,0.15,3,100,0.7310787116479972,0.2778675925737354
0,5,100,50,0.15,4,100,0.4286793552722728,0.19258531083764208
0,5,100,50,0.15,5,100,0.6135717247568021,0.15708307260499665
0,5,100,50,0.15,10,100,0.5687969791219291,0.10392382668536065
0,5,100,50,0.2,2,100,0.6289122463160575,0.4649625012793386
0,5,100,50,0.2,3,100,0.7418476447576601,0.3139628120583833
0,5,100,50,0.2,4,100,0.48804909475931785,0.24180758686915943
0,5,100,50,0.2,5,100,0.5707854787991924,0.1726391717325891
0,5,100,50,0.2,10,100,0.41663993167015456,0.1209046316248126
0,5,100,50,0.25,2,100,0.5910321122338863,0.2688791012085807
0,5,100,50,0.25,3,100,0.6297248586375302,0.2897400319159885
0,5,100,50,0.25,4,100,0.4893297285219305,0.19227358485815924
0,5,100,50,0.25,5,100,0.6353838187949805,0.1603315689653878
0,5,100,50,0.25,10,100,0.4446767549620732,0.12873534523862093
0,5,100,50,0.3,2,100,0.7358833081870456,0.5186960176546332
0,5,100,50,0.3,3,100,0.7278419696950111,0.2513358760891
0,5,100,50,0.3,4,100,0.6386343658014854,0.23497080732230224
0,5,100,50,0.3,5,100,0.5978213857883464,0.1786524040436121
0,5,100,50,0.3,10,100,0.5630163410470772,0.18092040686305616
0,5,100,50,0.35,2,100,0.7434408000682978,0.44771882812235686
0,5,100,50,0.35,3,100,0.6770767204669899,0.3180163132777059
0,5,100,50,0.35,4,100,0.405881146069021,0.20299078599935805
0,5,100,50,0.35,5,100,0.5611649546218697,0.13769560912124748
0,5,100,50,0.35,10,100,0.4155584074617036,0.38848427785529366
0,5,100,50,0.4,2,100,0.6881137053864552,0.4455329564572985
0,5,100,50,0.4,3,100,0.5032098978828435,0.30237759839958744
0,5,100,50,0.4,4,100,0.6158711124343726,0.19625963148129869
0,5,100,50,0.4,5,100,0.5972091558432142,0.16569637960726255
0,5,100,50,0.4,10,100,0.5268166483712976,0.551731631868331
0,5,100,50,0.45,2,100,0.741287696802328,0.5008308880561192
0,5,100,50,0.45,3,100,0.5984562720984372,0.3261916088503364
0,5,100,50,0.45,4,100,0.687828116417919,0.18568072995903168
0,5,100,50,0.45,5,100,0.5924899441576468,0.14489249625770725
0,5,100,50,0.45,10,100,0.5137792377797319,0.1062474867869153
0,5,100,50,0.5,2,100,0.7437006668628875,0.5053526342942088
0,5,100,50,0.5,3,100,0.5676614977212575,0.33888634347660274
0,5,100,50,0.5,4,100,0.5394349612132687,0.19909692379663865
0,5,100,50,0.5,5,100,0.6229555582893435,0.17015094061941144
0,5,100,50,0.5,10,100,0.407914179413361,0.08348390404949729
0,6,100,50,0,2,100,0.46703058441936174,0.22700894757016127
0,6,100,50,0,3,100,0.6114361629034879,0.19882342559970734
0,6,100,50,0,4,100,0.6449668522994193,0.15397520019567712
0,6,100,50,0,5,100,0.6483839619129081,0.1379490057780254
0,6,100,50,0,10,100,0.8022187525907398,0.09547421076070589
0,6,100,50,0.05,2,100,0.5313332997980819,0.30386149007254537
0,6,100,50,0.05,3,100,0.5319099605358023,0.169127557599846
0,6,100,50,0.05,4,100,0.5561490199642067,0.1873311688882778
0,6,100,50,0.05,5,100,0.7541343258691259,0.15452979745857573
0,6,100,50,0.05,10,100,0.5372277201615077,0.1448669812652353
0,6,100,50,0.1,2,100,0.572715469479791,0.3048458604889623
0,6,100,50,0.1,3,100,0.5750097496532317,0.30445725674587193
0,6,100,50,0.1,4,100,0.7279845307524279,0.21424881194578313
0,6,100,50,0.1,5,100,0.47222140855720013,0.14950410064658434
0,6,100,50,0.1,10,100,0.5326357488119389,0.16353283445214395
0,6,100,50,0.15,2,100,0.678241376963566,0.4076731267329222
0,6,100,50,0.15,3,100,0.7228340249915469,0.26499054405793704
0,6,100,50,0.15,4,100,0.4511570745396666,0.17572686708310797
0,6,100,50,0.15,5,100,0.6394182562678961,0.14875554777959388
0,6,100,50,0.15,10,100,0.574725272733908,0.10219475524356918
0,6,100,50,0.2,2,100,0.6627647461749342,0.4351952945540642
0,6,100,50,0.2,3,100,0.7009235982194341,0.31215381221997357
0,6,100,50,0.2,4,100,0.4873190003549125,0.24498951353765527
0,6,100,50,0.2,5,100,0.6075370923443936,0.16186873753237196
0,6,100,50,0.2,10,100,0.4196815581487449,0.09725917525176943
0,6,100,50,0.25,2,100,0.594422193846267,0.28361983906442395
0,6,100,50,0.25,3,100,0.6313112750924732,0.29810091424477236
0,6,100,50,0.25,4,100,0.5101248742172957,0.1962158791126562
0,6,100,50,0.25,5,100,0.6704647240454606,0.12303776123860224
0,6,100,50,0.25,10,100,0.43829859058159704,0.1132693144101551
0,6,100,50,0.3,2,100,0.7154846382454029,0.5380651310462252
0,6,100,50,0.3,3,100,0.7559045074596726,0.252628153330188
0,6,100,50,0.3,4,100,0.6312728689406757,0.21451104442471333
0,6,100,50,0.3,5,100,0.5635693152600345,0.14311326467629693
0,6,100,50,0.3,10,100,0.5780124745793281,0.19111443965154581
0,6,100,50,0.35,2,100,0.7253813075762687,0.4452874901608854
0,6,100,50,0.35,3,100,0.6864385064755968,0.33605917156222526
0,6,100,50,0.35,4,100,0.40655615048090715,0.20249849853955587
0,6,100,50,0.35,5,100,0.5679818524005154,0.14251904769970283
0,6,100,50,0.35,10,100,0.4082156719289404,0.33726282242685895
0,6,100,50,0.4,2,100,0.6831367970660877,0.4466226579757509
0,6,100,50,0.4,3,100,0.540834362391135,0.30111021530855253
0,6,100,50,0.4,4,100,0.6158867758124943,0.18834171301261304
0,6,100,50,0.4,5,100,0.6150010334167276,0.1564545499933569
0,6,100,50,0.4,10,100,0.5325749519919154,0.5726069181241756
0,6,100,50,0.45,2,100,0.7270145909106439,0.5002904838248134
0,6,100,50,0.45,3,100,0.6155644199158619,0.3317332307195707
0,6,100,50,0.45,4,100,0.739529524291736,0.16761160585230905
0,6,100,50,0.45,5,100,0.5992833981865663,0.14864927089043395
0,6,100,50,0.45,10,100,0.4867415427103466,0.09902280197975559
0,6,100,50,0.5,2,100,0.7469253494957231,0.5208604036990129
0,6,100,50,0.5,3,100,0.5852893345586072,0.35256988108318305
0,6,100,50,0.5,4,100,0.5442191720497227,0.1961349358550066
0,6,100,50,0.5,5,100,0.655630464295339,0.1690026257458954
0,6,100,50,0.5,10,100,0.477677860529645,0.08418194886413356
0,7,100,50,0,2,100,0.45262027126389426,0.21630726708652467
0,7,100,50,0,3,100,0.6571297977642003,0.17910847510991254
0,7,100,50,0,4,100,0.6270073932915394,0.15550014667756584
0,7,100,50,0,5,100,0.6435271022844448,0.10887395262340255
0,7,100,50,0,10,100,0.8279155099629947,0.09460487686226292
0,7,100,50,0.05,2,100,0.5401329320481699,0.2589596581461906
0,7,100,50,0.05,3,100,0.5399444234719916,0.1762431746893096
0,7,100,50,0.05,4,100,0.5212688749148853,0.17768978610988093
0,7,100,50,0.05,5,100,0.7601883808737006,0.15036044262366233
0,7,100,50,0.05,10,100,0.524027965241666,0.11257974685757477
0,7,100,50,0.1,2,100,0.5666690099099854,0.29875111308588465
0,7,100,50,0.1,3,100,0.5909908205058872,0.3036230147671872
0,7,100,50,0.1,4,100,0.7289075919569942,0.21217050800265716
0,7,100,50,0.1,5,100,0.5016460774439693,0.12082416666735277
0,7,100,50,0.1,10,100,0.5483862138020948,0.14012218147813735
0,7,100,50,0.15,2,100,0.7003049134364059,0.4382414526751491
0,7,100,50,0.15,3,100,0.7291975419028524,0.2591391360887661
0,7,100,50,0.15,4,100,0.4650892208136275,0.18101165724079493
0,7,100,50,0.15,5,100,0.6189365285031835,0.1383629447609921
0,7,100,50,0.15,10,100,0.5872590617460035,0.11046789598561002
0,7,100,50,0.2,2,100,0.6882953685162437,0.41286497378212883
0,7,100,50,0.2,3,100,0.6565926532938741,0.32344634331109395
0,7,100,50,0.2,4,100,0.46041231058199605,0.20636779114499984
0,7,100,50,0.2,5,100,0.612040922778139,0.14765108607552654
0,7,100,50,0.2,10,100,0.46190087126091106,0.10696756296072625
0,7,100,50,0.25,2,100,0.6398203978284482,0.2889059658222571
0,7,100,50,0.25,3,100,0.6615638026098251,0.3142042013576287
